Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,"CP 1 - KM 2,9",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,6950,5K 174,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6951,5K 175,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7804,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6952,5K 176,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7805,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6953,5K 177,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6954,5K 178,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7807,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6955,5K 179,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7808,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6956,5K 180,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6957,5K 181,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6958,5K 182,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7811,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,6959,5K 183,Not started,Open,,Unknown,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
